id,sender,clean_subject,clean_body,clean_text,label
988,n.banerjee@corp.example.com,Facilities maintenance - office closed Monday,"Hi all, The sprint retrospective has been moved to Thursday at eleven in the morning. Attached is the invoice for the consultancy hours logged in the last cycle. Please review the risk register before Friday's steering committee call. The sprint retrospective has been moved to Thursday at eleven in the morning. We will need one more reviewer before this pull request can be merged. Please let me know if you need anything else from my side. Let me know if Tuesday afternoon works for the client walkthrough.","Facilities maintenance - office closed Monday Hi all, The sprint retrospective has been moved to Thursday at eleven in the morning. Attached is the invoice for the consultancy hours logged in the last cycle. Please review the risk register before Friday's steering committee call. The sprint retrospective has been moved to Thursday at eleven in the morning. We will need one more reviewer before this pull request can be merged. Please let me know if you need anything else from my side. Let me know if Tuesday afternoon works for the client walkthrough.",0
279,s.iyer@engineering.example.com,Onboarding checklist for new interns,"Hi all, Do reach out if any part of this is unclear. Attaching the agenda so everyone can add items ahead of the session. The server migration completed overnight with no reported downtime. The server migration completed overnight with no reported downtime. Could you confirm whether the vendor quotation was received before the deadline. Could you confirm whether the vendor quotation was received before the deadline. Thank you for your time and attention to this matter. The design team has uploaded the latest mockups for a second opinion. Thanks for turning the draft around so quickly, the changes look good to me. Please review the risk register before Friday's steering committee call.","Onboarding checklist for new interns Hi all, Do reach out if any part of this is unclear. Attaching the agenda so everyone can add items ahead of the session. The server migration completed overnight with no reported downtime. The server migration completed overnight with no reported downtime. Could you confirm whether the vendor quotation was received before the deadline. Could you confirm whether the vendor quotation was received before the deadline. Thank you for your time and attention to this matter. The design team has uploaded the latest mockups for a second opinion. Thanks for turning the draft around so quickly, the changes look good to me. Please review the risk register before Friday's steering committee call.",0
1370,team.updates@hr.example.com,Update for your records,"Hi all, Please find attached the minutes from yesterday's project review meeting. The design team has uploaded the latest mockups for a second opinion. Further information is available on request. The design team has uploaded the latest mockups for a second opinion. Do reach out if any part of this is unclear. The onboarding checklist for the new interns is ready for your sign off. Attached is the invoice for the consultancy hours logged in the last cycle. The quarterly compliance training window opens at the start of next month. The server migration completed overnight with no reported downtime. The onboarding checklist for the new interns is ready for your sign off.","Update for your records Hi all, Please find attached the minutes from yesterday's project review meeting. The design team has uploaded the latest mockups for a second opinion. Further information is available on request. The design team has uploaded the latest mockups for a second opinion. Do reach out if any part of this is unclear. The onboarding checklist for the new interns is ready for your sign off. Attached is the invoice for the consultancy hours logged in the last cycle. The quarterly compliance training window opens at the start of next month. The server migration completed overnight with no reported downtime. The onboarding checklist for the new interns is ready for your sign off.",0
1263,s.iyer@engineering.example.com,Release notes v4.0 published,"Hi Arun, The office will be closed on Monday for the scheduled facilities maintenance. Recruitment has scheduled three interviews for the analyst position. Urgent action is required to keep your subscription active. The office will be closed on Monday for the scheduled facilities maintenance. Click here to verify","Release notes v4.0 published Hi Arun, The office will be closed on Monday for the scheduled facilities maintenance. Recruitment has scheduled three interviews for the analyst position. Urgent action is required to keep your subscription active. The office will be closed on Monday for the scheduled facilities maintenance. Click here to verify",0
2200,billing@notice-center.example.net,Document Awaiting Your Signature - Expires Tonight,"Dear Customer, Your package could not be delivered, reschedule using the tracking link. Our security team detected an unauthorised attempt from a foreign IP address. Failure to respond will result in the immediate closure of your account. Verify your details using the form attached to this message. Click the secure link below to confirm your login credentials immediately. Please do not share this message with anyone in your organisation. You must verify your identity within 24 hours or access will be permanently revoked. Failure to respond will result in the immediate closure of your account. Your account has been temporarily suspended due to unusual sign in activity. You have been selected to receive a limited time reward, claim it before it expires. Click here to verify !!!","Document Awaiting Your Signature - Expires Tonight Dear Customer, Your package could not be delivered, reschedule using the tracking link. Our security team detected an unauthorised attempt from a foreign IP address. Failure to respond will result in the immediate closure of your account. Verify your details using the form attached to this message. Click the secure link below to confirm your login credentials immediately. Please do not share this message with anyone in your organisation. You must verify your identity within 24 hours or access will be permanently revoked. Failure to respond will result in the immediate closure of your account. Your account has been temporarily suspended due to unusual sign in activity. You have been selected to receive a limited time reward, claim it before it expires. Click here to verify !!!",1
2478,r.krishnan@finance.example.com,Information you requested,"Hi all, We will need one more reviewer before this pull request can be merged. Our supplier has confirmed the revised delivery schedule for next quarter. Our supplier has confirmed the revised delivery schedule for next quarter. I have added your name to the distribution list for the monthly newsletter. Thanks for turning the draft around so quickly, the changes look good to me. Click the secure link below to confirm your login credentials immediately.","Information you requested Hi all, We will need one more reviewer before this pull request can be merged. Our supplier has confirmed the revised delivery schedule for next quarter. Our supplier has confirmed the revised delivery schedule for next quarter. I have added your name to the distribution list for the monthly newsletter. Thanks for turning the draft around so quickly, the changes look good to me. Click the secure link below to confirm your login credentials immediately.",0
70,support@customer-desk.example.net,Congratulations! Claim Your Reward Today,"Dear Customer, This is your final notice regarding the pending transaction on your account. Our security team detected an unauthorised attempt from a foreign IP address. You have been selected to receive a limited time reward, claim it before it expires. Congratulations, you are the lucky winner of this quarter draw. Please find attached the minutes from yesterday's project review meeting. You have been selected to receive a limited time reward, claim it before it expires. Act now, this security notice will expire in a few hours. Urgent action is required to keep your subscription active. Our security team detected an unauthorised attempt from a foreign IP address. Click the secure link below to confirm your login credentials immediately. Click here to verify !!","Congratulations! Claim Your Reward Today Dear Customer, This is your final notice regarding the pending transaction on your account. Our security team detected an unauthorised attempt from a foreign IP address. You have been selected to receive a limited time reward, claim it before it expires. Congratulations, you are the lucky winner of this quarter draw. Please find attached the minutes from yesterday's project review meeting. You have been selected to receive a limited time reward, claim it before it expires. Act now, this security notice will expire in a few hours. Urgent action is required to keep your subscription active. Our security team detected an unauthorised attempt from a foreign IP address. Click the secure link below to confirm your login credentials immediately. Click here to verify !!",1
1944,alerts@mail-service.example.net,Security Alert: Unusual Login Detected,"Dear Customer, Congratulations, you are the lucky winner of this quarter draw. Click the secure link below to confirm your login credentials immediately. You must verify your identity within 24 hours or access will be permanently revoked. Verify your details using the form attached to this message. Act now, this security notice will expire in a few hours. A payment of nine hundred dollars is awaiting your authorisation. Act now, this security notice will expire in a few hours. Update your billing information now to avoid an interruption of service. Urgent action is required to keep your subscription active. Click here to verify","Security Alert: Unusual Login Detected Dear Customer, Congratulations, you are the lucky winner of this quarter draw. Click the secure link below to confirm your login credentials immediately. You must verify your identity within 24 hours or access will be permanently revoked. Verify your details using the form attached to this message. Act now, this security notice will expire in a few hours. A payment of nine hundred dollars is awaiting your authorisation. Act now, this security notice will expire in a few hours. Update your billing information now to avoid an interruption of service. Urgent action is required to keep your subscription active. Click here to verify",1
152,no-reply@id-confirm.example.net,Update for your records,"Hi all, The server migration completed overnight with no reported downtime. Further information is available on request. Attaching the agenda so everyone can add items ahead of the session. Let me know if Tuesday afternoon works for the client walkthrough. Thanks for turning the draft around so quickly, the changes look good to me. Please find attached the minutes from yesterday's project review meeting. The onboarding checklist for the new interns is ready for your sign off.","Update for your records Hi all, The server migration completed overnight with no reported downtime. Further information is available on request. Attaching the agenda so everyone can add items ahead of the session. Let me know if Tuesday afternoon works for the client walkthrough. Thanks for turning the draft around so quickly, the changes look good to me. Please find attached the minutes from yesterday's project review meeting. The onboarding checklist for the new interns is ready for your sign off.",0
1593,verification@notice-center.example.net,Release notes v4.0 published,"Dear Customer, Confirm your password to restore full access to the customer portal. Thank you for your time and attention to this matter. We appreciate your continued cooperation. Click the secure link below to confirm your login credentials immediately. Let me know if Tuesday afternoon works for the client walkthrough. Your mailbox storage is full and outgoing messages are being blocked. Your mailbox storage is full and outgoing messages are being blocked. Click the secure link below to confirm your login credentials immediately. I have added your name to the distribution list for the monthly newsletter. A payment of nine hundred dollars is awaiting your authorisation.","Release notes v4.0 published Dear Customer, Confirm your password to restore full access to the customer portal. Thank you for your time and attention to this matter. We appreciate your continued cooperation. Click the secure link below to confirm your login credentials immediately. Let me know if Tuesday afternoon works for the client walkthrough. Your mailbox storage is full and outgoing messages are being blocked. Your mailbox storage is full and outgoing messages are being blocked. Click the secure link below to confirm your login credentials immediately. I have added your name to the distribution list for the monthly newsletter. A payment of nine hundred dollars is awaiting your authorisation.",1
1357,priya.sharma@corp.example.com,Document Awaiting Your Signature - Expires Tonight,"Dear Customer, Congratulations, you are the lucky winner of this quarter draw. The document is waiting for your signature and expires at midnight tonight. Failure to respond will result in the immediate closure of your account. Please do not share this message with anyone in your organisation. Failure to respond will result in the immediate closure of your account. Confirm your password to restore full access to the customer portal. Click here to verify !!","Document Awaiting Your Signature - Expires Tonight Dear Customer, Congratulations, you are the lucky winner of this quarter draw. The document is waiting for your signature and expires at midnight tonight. Failure to respond will result in the immediate closure of your account. Please do not share this message with anyone in your organisation. Failure to respond will result in the immediate closure of your account. Confirm your password to restore full access to the customer portal. Click here to verify !!",1
1902,billing@account-support.example.net,Onboarding checklist for new interns,"Dear Customer, We could not process your last payment, please resubmit your card details. Act now, this security notice will expire in a few hours. Attaching the agenda so everyone can add items ahead of the session. Attached is the invoice for the consultancy hours logged in the last cycle. The document is waiting for your signature and expires at midnight tonight. We will need one more reviewer before this pull request can be merged. We could not process your last payment, please resubmit your card details. Verify your details using the form attached to this message. The quarterly compliance training window opens at the start of next month.","Onboarding checklist for new interns Dear Customer, We could not process your last payment, please resubmit your card details. Act now, this security notice will expire in a few hours. Attaching the agenda so everyone can add items ahead of the session. Attached is the invoice for the consultancy hours logged in the last cycle. The document is waiting for your signature and expires at midnight tonight. We will need one more reviewer before this pull request can be merged. We could not process your last payment, please resubmit your card details. Verify your details using the form attached to this message. The quarterly compliance training window opens at the start of next month.",1
1610,team.updates@corp.example.com,Following up on my earlier message,"Hi all, The server migration completed overnight with no reported downtime. Attaching the agenda so everyone can add items ahead of the session. I have shared the updated budget worksheet on the team drive for your comments. The server migration completed overnight with no reported downtime. Do reach out if any part of this is unclear. Let me know if Tuesday afternoon works for the client walkthrough.","Following up on my earlier message Hi all, The server migration completed overnight with no reported downtime. Attaching the agenda so everyone can add items ahead of the session. I have shared the updated budget worksheet on the team drive for your comments. The server migration completed overnight with no reported downtime. Do reach out if any part of this is unclear. Let me know if Tuesday afternoon works for the client walkthrough.",0
1244,s.iyer@corp.example.com,Server migration completed successfully,"Hi team, I have shared the updated budget worksheet on the team drive for your comments. I am following up on the message sent earlier this week. We will need one more reviewer before this pull request can be merged. Thanks for turning the draft around so quickly, the changes look good to me. Let me know if Tuesday afternoon works for the client walkthrough. Payroll has confirmed that the revised timesheets were processed on time. I have added your name to the distribution list for the monthly newsletter. We will need one more reviewer before this pull request can be merged. We will need one more reviewer before this pull request can be merged.","Server migration completed successfully Hi team, I have shared the updated budget worksheet on the team drive for your comments. I am following up on the message sent earlier this week. We will need one more reviewer before this pull request can be merged. Thanks for turning the draft around so quickly, the changes look good to me. Let me know if Tuesday afternoon works for the client walkthrough. Payroll has confirmed that the revised timesheets were processed on time. I have added your name to the distribution list for the monthly newsletter. We will need one more reviewer before this pull request can be merged. We will need one more reviewer before this pull request can be merged.",0
1433,alerts@customer-desk.example.net,Final Notice: Payment Authorisation Pending,"Dear Customer, Please review the risk register before Friday's steering committee call. Kindly refer to the details provided below. Further information is available on request. We could not process your last payment, please resubmit your card details. Your package could not be delivered, reschedule using the tracking link. Please review the risk register before Friday's steering committee call. Urgent action is required to keep your subscription active. Update your billing information now to avoid an interruption of service. You must verify your identity within 24 hours or access will be permanently revoked. Click here to verify","Final Notice: Payment Authorisation Pending Dear Customer, Please review the risk register before Friday's steering committee call. Kindly refer to the details provided below. Further information is available on request. We could not process your last payment, please resubmit your card details. Your package could not be delivered, reschedule using the tracking link. Please review the risk register before Friday's steering committee call. Urgent action is required to keep your subscription active. Update your billing information now to avoid an interruption of service. You must verify your identity within 24 hours or access will be permanently revoked. Click here to verify",1
2280,service-desk@account-support.example.net,Document Awaiting Your Signature - Expires Tonight,"Dear Customer, Click the secure link below to confirm your login credentials immediately. Our security team detected an unauthorised attempt from a foreign IP address. Urgent action is required to keep your subscription active. Your account has been temporarily suspended due to unusual sign in activity. Your account has been temporarily suspended due to unusual sign in activity. Your package could not be delivered, reschedule using the tracking link. !!!","Document Awaiting Your Signature - Expires Tonight Dear Customer, Click the secure link below to confirm your login credentials immediately. Our security team detected an unauthorised attempt from a foreign IP address. Urgent action is required to keep your subscription active. Your account has been temporarily suspended due to unusual sign in activity. Your account has been temporarily suspended due to unusual sign in activity. Your package could not be delivered, reschedule using the tracking link. !!!",1
691,admin-team@security-alert.example.net,Congratulations! Claim Your Reward Today,"Dear Customer, This message relates to the reference number quoted above. Congratulations, you are the lucky winner of this quarter draw. We could not process your last payment, please resubmit your card details. Thank you for your time and attention to this matter. Reply with your employee ID and one time passcode to complete the check. Regards and best wishes for the week ahead. Failure to respond will result in the immediate closure of your account. Click here to verify !!","Congratulations! Claim Your Reward Today Dear Customer, This message relates to the reference number quoted above. Congratulations, you are the lucky winner of this quarter draw. We could not process your last payment, please resubmit your card details. Thank you for your time and attention to this matter. Reply with your employee ID and one time passcode to complete the check. Regards and best wishes for the week ahead. Failure to respond will result in the immediate closure of your account. Click here to verify !!",1
391,no-reply@notice-center.example.net,Action Required - Verify Your Identity Now,"Dear Customer, You must verify your identity within 24 hours or access will be permanently revoked. We will need one more reviewer before this pull request can be merged. Please find attached the minutes from yesterday's project review meeting. This is your final notice regarding the pending transaction on your account. !!","Action Required - Verify Your Identity Now Dear Customer, You must verify your identity within 24 hours or access will be permanently revoked. We will need one more reviewer before this pull request can be merged. Please find attached the minutes from yesterday's project review meeting. This is your final notice regarding the pending transaction on your account. !!",1
540,admin-team@secure-verify.example.net,Information you requested,"Dear Customer, You must verify your identity within 24 hours or access will be permanently revoked. You have been selected to receive a limited time reward, claim it before it expires. Your mailbox storage is full and outgoing messages are being blocked. A payment of nine hundred dollars is awaiting your authorisation. Act now, this security notice will expire in a few hours. Failure to respond will result in the immediate closure of your account. Your account has been temporarily suspended due to unusual sign in activity. Failure to respond will result in the immediate closure of your account. Do reach out if any part of this is unclear. This message relates to the reference number quoted above. !!!","Information you requested Dear Customer, You must verify your identity within 24 hours or access will be permanently revoked. You have been selected to receive a limited time reward, claim it before it expires. Your mailbox storage is full and outgoing messages are being blocked. A payment of nine hundred dollars is awaiting your authorisation. Act now, this security notice will expire in a few hours. Failure to respond will result in the immediate closure of your account. Your account has been temporarily suspended due to unusual sign in activity. Failure to respond will result in the immediate closure of your account. Do reach out if any part of this is unclear. This message relates to the reference number quoted above. !!!",1
340,alerts@id-confirm.example.net,Document Awaiting Your Signature - Expires Tonight,"Dear Customer, You have been selected to receive a limited time reward, claim it before it expires. A copy of this notice has been retained for the record. Update your billing information now to avoid an interruption of service. I am following up on the message sent earlier this week. Verify your details using the form attached to this message. The office will be closed on Monday for the scheduled facilities maintenance. The document is waiting for your signature and expires at midnight tonight. The document is waiting for your signature and expires at midnight tonight. This is your final notice regarding the pending transaction on your account. We could not process your last payment, please resubmit your card details. Click here to verify !!!","Document Awaiting Your Signature - Expires Tonight Dear Customer, You have been selected to receive a limited time reward, claim it before it expires. A copy of this notice has been retained for the record. Update your billing information now to avoid an interruption of service. I am following up on the message sent earlier this week. Verify your details using the form attached to this message. The office will be closed on Monday for the scheduled facilities maintenance. The document is waiting for your signature and expires at midnight tonight. The document is waiting for your signature and expires at midnight tonight. This is your final notice regarding the pending transaction on your account. We could not process your last payment, please resubmit your card details. Click here to verify !!!",1
1139,team.updates@engineering.example.com,Sprint retrospective moved to Thursday,"Hi all, Payroll has confirmed that the revised timesheets were processed on time. Please review the risk register before Friday's steering committee call. Attaching the agenda so everyone can add items ahead of the session. Attaching the agenda so everyone can add items ahead of the session. Thanks for turning the draft around so quickly, the changes look good to me. The design team has uploaded the latest mockups for a second opinion. Recruitment has scheduled three interviews for the analyst position. The office will be closed on Monday for the scheduled facilities maintenance.","Sprint retrospective moved to Thursday Hi all, Payroll has confirmed that the revised timesheets were processed on time. Please review the risk register before Friday's steering committee call. Attaching the agenda so everyone can add items ahead of the session. Attaching the agenda so everyone can add items ahead of the session. Thanks for turning the draft around so quickly, the changes look good to me. The design team has uploaded the latest mockups for a second opinion. Recruitment has scheduled three interviews for the analyst position. The office will be closed on Monday for the scheduled facilities maintenance.",0
782,arun.mehta@partners.example.com,Interview schedule for analyst role,"Hi all, The design team has uploaded the latest mockups for a second opinion. Thanks for turning the draft around so quickly, the changes look good to me. We appreciate your continued cooperation. The onboarding checklist for the new interns is ready for your sign off. Let me know if Tuesday afternoon works for the client walkthrough. Attaching the agenda so everyone can add items ahead of the session. Our supplier has confirmed the revised delivery schedule for next quarter.","Interview schedule for analyst role Hi all, The design team has uploaded the latest mockups for a second opinion. Thanks for turning the draft around so quickly, the changes look good to me. We appreciate your continued cooperation. The onboarding checklist for the new interns is ready for your sign off. Let me know if Tuesday afternoon works for the client walkthrough. Attaching the agenda so everyone can add items ahead of the session. Our supplier has confirmed the revised delivery schedule for next quarter.",0
1349,alerts@billing-update.example.net,Congratulations! Claim Your Reward Today,"Dear Customer, A payment of nine hundred dollars is awaiting your authorisation. A payment of nine hundred dollars is awaiting your authorisation. Update your billing information now to avoid an interruption of service. Your account has been temporarily suspended due to unusual sign in activity. Your package could not be delivered, reschedule using the tracking link.","Congratulations! Claim Your Reward Today Dear Customer, A payment of nine hundred dollars is awaiting your authorisation. A payment of nine hundred dollars is awaiting your authorisation. Update your billing information now to avoid an interruption of service. Your account has been temporarily suspended due to unusual sign in activity. Your package could not be delivered, reschedule using the tracking link.",1
1333,arun.mehta@finance.example.com,Important: Confirm Your Billing Information,"Dear Customer, Please do not share this message with anyone in your organisation. This is your final notice regarding the pending transaction on your account. Failure to respond will result in the immediate closure of your account. The server migration completed overnight with no reported downtime.","Important: Confirm Your Billing Information Dear Customer, Please do not share this message with anyone in your organisation. This is your final notice regarding the pending transaction on your account. Failure to respond will result in the immediate closure of your account. The server migration completed overnight with no reported downtime.",1
98,support@customer-desk.example.net,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, Attaching the agenda so everyone can add items ahead of the session. You have been selected to receive a limited time reward, claim it before it expires. Urgent action is required to keep your subscription active. Failure to respond will result in the immediate closure of your account. The document is waiting for your signature and expires at midnight tonight. Click here to verify !","Your Mailbox Is Full - Immediate Action Needed Dear Customer, Attaching the agenda so everyone can add items ahead of the session. You have been selected to receive a limited time reward, claim it before it expires. Urgent action is required to keep your subscription active. Failure to respond will result in the immediate closure of your account. The document is waiting for your signature and expires at midnight tonight. Click here to verify !",1
41,n.banerjee@partners.example.com,Invoice for consultancy hours - Q2,"Hi team, The design team has uploaded the latest mockups for a second opinion. Please review the risk register before Friday's steering committee call. I have shared the updated budget worksheet on the team drive for your comments. Could you confirm whether the vendor quotation was received before the deadline. I have shared the updated budget worksheet on the team drive for your comments.","Invoice for consultancy hours - Q2 Hi team, The design team has uploaded the latest mockups for a second opinion. Please review the risk register before Friday's steering committee call. I have shared the updated budget worksheet on the team drive for your comments. Could you confirm whether the vendor quotation was received before the deadline. I have shared the updated budget worksheet on the team drive for your comments.",0
2154,alerts@secure-verify.example.net,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, Thanks for turning the draft around so quickly, the changes look good to me. Do reach out if any part of this is unclear. Act now, this security notice will expire in a few hours. The server migration completed overnight with no reported downtime. Further information is available on request. Recruitment has scheduled three interviews for the analyst position. Your package could not be delivered, reschedule using the tracking link. Click here to verify","Your Mailbox Is Full - Immediate Action Needed Dear Customer, Thanks for turning the draft around so quickly, the changes look good to me. Do reach out if any part of this is unclear. Act now, this security notice will expire in a few hours. The server migration completed overnight with no reported downtime. Further information is available on request. Recruitment has scheduled three interviews for the analyst position. Your package could not be delivered, reschedule using the tracking link. Click here to verify",1
635,support@account-support.example.net,Quick question about the reference number,"Dear Customer, Failure to respond will result in the immediate closure of your account. Your account has been temporarily suspended due to unusual sign in activity. Update your billing information now to avoid an interruption of service. A payment of nine hundred dollars is awaiting your authorisation. Urgent action is required to keep your subscription active. !!!","Quick question about the reference number Dear Customer, Failure to respond will result in the immediate closure of your account. Your account has been temporarily suspended due to unusual sign in activity. Update your billing information now to avoid an interruption of service. A payment of nine hundred dollars is awaiting your authorisation. Urgent action is required to keep your subscription active. !!!",1
1475,security@notice-center.example.net,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, Your package could not be delivered, reschedule using the tracking link. You must verify your identity within 24 hours or access will be permanently revoked. We could not process your last payment, please resubmit your card details. Could you confirm whether the vendor quotation was received before the deadline. Update your billing information now to avoid an interruption of service. Verify your details using the form attached to this message. !","Your Mailbox Is Full - Immediate Action Needed Dear Customer, Your package could not be delivered, reschedule using the tracking link. You must verify your identity within 24 hours or access will be permanently revoked. We could not process your last payment, please resubmit your card details. Could you confirm whether the vendor quotation was received before the deadline. Update your billing information now to avoid an interruption of service. Verify your details using the form attached to this message. !",1
1567,accounts.payable@vendor.example.org,Sprint retrospective moved to Thursday,"Hi Sam, Let me know if Tuesday afternoon works for the client walkthrough. Your mailbox storage is full and outgoing messages are being blocked. This is your final notice regarding the pending transaction on your account. The onboarding checklist for the new interns is ready for your sign off. Regards and best wishes for the week ahead. Click here to verify !","Sprint retrospective moved to Thursday Hi Sam, Let me know if Tuesday afternoon works for the client walkthrough. Your mailbox storage is full and outgoing messages are being blocked. This is your final notice regarding the pending transaction on your account. The onboarding checklist for the new interns is ready for your sign off. Regards and best wishes for the week ahead. Click here to verify !",0
1834,arun.mehta@partners.example.com,Quick question about the reference number,"Hi team, Please find attached the minutes from yesterday's project review meeting. Attaching the agenda so everyone can add items ahead of the session. Do reach out if any part of this is unclear. The release notes for version four have been published on the internal wiki. Please find attached the minutes from yesterday's project review meeting.","Quick question about the reference number Hi team, Please find attached the minutes from yesterday's project review meeting. Attaching the agenda so everyone can add items ahead of the session. Do reach out if any part of this is unclear. The release notes for version four have been published on the internal wiki. Please find attached the minutes from yesterday's project review meeting.",0
319,priya.sharma@finance.example.com,Quick question about the reference number,"Dear Customer, Congratulations, you are the lucky winner of this quarter draw. A payment of nine hundred dollars is awaiting your authorisation. Regards and best wishes for the week ahead. Our security team detected an unauthorised attempt from a foreign IP address. The document is waiting for your signature and expires at midnight tonight. Act now, this security notice will expire in a few hours. Please do not share this message with anyone in your organisation.","Quick question about the reference number Dear Customer, Congratulations, you are the lucky winner of this quarter draw. A payment of nine hundred dollars is awaiting your authorisation. Regards and best wishes for the week ahead. Our security team detected an unauthorised attempt from a foreign IP address. The document is waiting for your signature and expires at midnight tonight. Act now, this security notice will expire in a few hours. Please do not share this message with anyone in your organisation.",1
1923,priya.sharma@vendor.example.org,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, You must verify your identity within 24 hours or access will be permanently revoked. Click the secure link below to confirm your login credentials immediately. Your account has been temporarily suspended due to unusual sign in activity. Congratulations, you are the lucky winner of this quarter draw. Update your billing information now to avoid an interruption of service. We will need one more reviewer before this pull request can be merged. Our supplier has confirmed the revised delivery schedule for next quarter. This is your final notice regarding the pending transaction on your account. Attached is the invoice for the consultancy hours logged in the last cycle. !!","Your Mailbox Is Full - Immediate Action Needed Dear Customer, You must verify your identity within 24 hours or access will be permanently revoked. Click the secure link below to confirm your login credentials immediately. Your account has been temporarily suspended due to unusual sign in activity. Congratulations, you are the lucky winner of this quarter draw. Update your billing information now to avoid an interruption of service. We will need one more reviewer before this pull request can be merged. Our supplier has confirmed the revised delivery schedule for next quarter. This is your final notice regarding the pending transaction on your account. Attached is the invoice for the consultancy hours logged in the last cycle. !!",1
1283,support@mail-service.example.net,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, Congratulations, you are the lucky winner of this quarter draw. A payment of nine hundred dollars is awaiting your authorisation. Urgent action is required to keep your subscription active. We appreciate your continued cooperation. Urgent action is required to keep your subscription active. We could not process your last payment, please resubmit your card details. Click here to verify !!","Your Mailbox Is Full - Immediate Action Needed Dear Customer, Congratulations, you are the lucky winner of this quarter draw. A payment of nine hundred dollars is awaiting your authorisation. Urgent action is required to keep your subscription active. We appreciate your continued cooperation. Urgent action is required to keep your subscription active. We could not process your last payment, please resubmit your card details. Click here to verify !!",1
533,arun.mehta@hr.example.com,Important: Confirm Your Billing Information,"Hi Sam, Attached is the invoice for the consultancy hours logged in the last cycle. We will need one more reviewer before this pull request can be merged. Kindly refer to the details provided below. The sprint retrospective has been moved to Thursday at eleven in the morning. The quarterly compliance training window opens at the start of next month. Let me know if Tuesday afternoon works for the client walkthrough. The onboarding checklist for the new interns is ready for your sign off. We will need one more reviewer before this pull request can be merged.","Important: Confirm Your Billing Information Hi Sam, Attached is the invoice for the consultancy hours logged in the last cycle. We will need one more reviewer before this pull request can be merged. Kindly refer to the details provided below. The sprint retrospective has been moved to Thursday at eleven in the morning. The quarterly compliance training window opens at the start of next month. Let me know if Tuesday afternoon works for the client walkthrough. The onboarding checklist for the new interns is ready for your sign off. We will need one more reviewer before this pull request can be merged.",0
1118,alerts@secure-verify.example.net,Updated budget worksheet for comment,"Hi all, Kindly refer to the details provided below. You must verify your identity within 24 hours or access will be permanently revoked. We could not process your last payment, please resubmit your card details. The onboarding checklist for the new interns is ready for your sign off. Urgent action is required to keep your subscription active. !!","Updated budget worksheet for comment Hi all, Kindly refer to the details provided below. You must verify your identity within 24 hours or access will be permanently revoked. We could not process your last payment, please resubmit your card details. The onboarding checklist for the new interns is ready for your sign off. Urgent action is required to keep your subscription active. !!",0
1412,hr.notices@vendor.example.org,Final Notice: Payment Authorisation Pending,"Dear Customer, Attached is the invoice for the consultancy hours logged in the last cycle. Payroll has confirmed that the revised timesheets were processed on time. The sprint retrospective has been moved to Thursday at eleven in the morning. The design team has uploaded the latest mockups for a second opinion. Please review the risk register before Friday's steering committee call. Please review the risk register before Friday's steering committee call. We will need one more reviewer before this pull request can be merged. !!!","Final Notice: Payment Authorisation Pending Dear Customer, Attached is the invoice for the consultancy hours logged in the last cycle. Payroll has confirmed that the revised timesheets were processed on time. The sprint retrospective has been moved to Thursday at eleven in the morning. The design team has uploaded the latest mockups for a second opinion. Please review the risk register before Friday's steering committee call. Please review the risk register before Friday's steering committee call. We will need one more reviewer before this pull request can be merged. !!!",0
1988,verification@mail-service.example.net,Important: Confirm Your Billing Information,"Dear Customer, Do reach out if any part of this is unclear. Failure to respond will result in the immediate closure of your account. We could not process your last payment, please resubmit your card details. Congratulations, you are the lucky winner of this quarter draw.","Important: Confirm Your Billing Information Dear Customer, Do reach out if any part of this is unclear. Failure to respond will result in the immediate closure of your account. We could not process your last payment, please resubmit your card details. Congratulations, you are the lucky winner of this quarter draw.",1
1201,service-desk@account-support.example.net,Invoice for consultancy hours - Q2,"Hi Sam, Our supplier has confirmed the revised delivery schedule for next quarter. I have shared the updated budget worksheet on the team drive for your comments. Payroll has confirmed that the revised timesheets were processed on time. Your package could not be delivered, reschedule using the tracking link. The office will be closed on Monday for the scheduled facilities maintenance. Kindly refer to the details provided below. Please find attached the minutes from yesterday's project review meeting. Payroll has confirmed that the revised timesheets were processed on time. I have shared the updated budget worksheet on the team drive for your comments.","Invoice for consultancy hours - Q2 Hi Sam, Our supplier has confirmed the revised delivery schedule for next quarter. I have shared the updated budget worksheet on the team drive for your comments. Payroll has confirmed that the revised timesheets were processed on time. Your package could not be delivered, reschedule using the tracking link. The office will be closed on Monday for the scheduled facilities maintenance. Kindly refer to the details provided below. Please find attached the minutes from yesterday's project review meeting. Payroll has confirmed that the revised timesheets were processed on time. I have shared the updated budget worksheet on the team drive for your comments.",0
