id,sender,subject,body,label
801,security@notice-center.example.net,URGENT: Your account will be suspended,"Dear Customer, You have been selected to receive a limited time reward, claim it before it expires. We will need one more reviewer before this pull request can be merged. Urgent action is required to keep your subscription active. Click the secure link below to confirm your login credentials immediately. You must verify your identity within 24 hours or access will be permanently revoked. Urgent action is required to keep your subscription active. Recruitment has scheduled three interviews for the analyst position. http://bit.example.net/363510 http://bit.example.net/736881 http://security-alert.example.net/confirm/account?id=88100",1
389,team.updates@engineering.example.com,Security Alert: Unusual Login Detected,"Hi Priya, Thanks for turning the draft around so quickly, the changes look good to me. Congratulations, you are the lucky winner of this quarter draw. Kindly refer to the details provided below. Congratulations, you are the lucky winner of this quarter draw. Thanks for turning the draft around so quickly, the changes look good to me. Kindly refer to the details provided below. A copy of this notice has been retained for the record. <a href=""http://58.90.30.217/secure/login/verify.php"">Click here to verify</a>",0
988,n.banerjee@corp.example.com,Facilities maintenance - office closed Monday,"Hi all, The sprint retrospective has been moved to Thursday at eleven in the morning. Attached is the invoice for the consultancy hours logged in the last cycle. Please review the risk register before Friday's steering committee call. The sprint retrospective has been moved to Thursday at eleven in the morning. We will need one more reviewer before this pull request can be merged. Please let me know if you need anything else from my side. Let me know if Tuesday afternoon works for the client walkthrough.",0
279,s.iyer@engineering.example.com,Onboarding checklist for new interns,"Hi all, Do reach out if any part of this is unclear. Attaching the agenda so everyone can add items ahead of the session. The server migration completed overnight with no reported downtime. The server migration completed overnight with no reported downtime. Could you confirm whether the vendor quotation was received before the deadline. Could you confirm whether the vendor quotation was received before the deadline. Thank you for your time and attention to this matter. The design team has uploaded the latest mockups for a second opinion. Thanks for turning the draft around so quickly, the changes look good to me. Please review the risk register before Friday's steering committee call.",0
1370,team.updates@hr.example.com,Update for your records,"Hi all, Please find attached the minutes from yesterday's project review meeting. The design team has uploaded the latest mockups for a second opinion. Further information is available on request. The design team has uploaded the latest mockups for a second opinion. Do reach out if any part of this is unclear. The onboarding checklist for the new interns is ready for your sign off. Attached is the invoice for the consultancy hours logged in the last cycle. The quarterly compliance training window opens at the start of next month. The server migration completed overnight with no reported downtime. The onboarding checklist for the new interns is ready for your sign off.",0
1263,s.iyer@engineering.example.com,Release notes v4.0 published,"Hi Arun, The office will be closed on Monday for the scheduled facilities maintenance. Recruitment has scheduled three interviews for the analyst position. Urgent action is required to keep your subscription active. The office will be closed on Monday for the scheduled facilities maintenance. <a href=""http://149.75.73.15/secure/login/verify.php"">Click here to verify</a>",0
2200,billing@notice-center.example.net,Document Awaiting Your Signature - Expires Tonight,"Dear Customer, Your package could not be delivered, reschedule using the tracking link. Our security team detected an unauthorised attempt from a foreign IP address. Failure to respond will result in the immediate closure of your account. Verify your details using the form attached to this message. Click the secure link below to confirm your login credentials immediately. Please do not share this message with anyone in your organisation. You must verify your identity within 24 hours or access will be permanently revoked. Failure to respond will result in the immediate closure of your account. Your account has been temporarily suspended due to unusual sign in activity. You have been selected to receive a limited time reward, claim it before it expires. http://52.48.203.164/secure/login/verify.php http://bit.example.net/822863 <a href=""http://bit.example.net/464354"">Click here to verify</a> !!!",1
2478,r.krishnan@finance.example.com,Information you requested,"Hi all, We will need one more reviewer before this pull request can be merged. Our supplier has confirmed the revised delivery schedule for next quarter. Our supplier has confirmed the revised delivery schedule for next quarter. I have added your name to the distribution list for the monthly newsletter. Thanks for turning the draft around so quickly, the changes look good to me. Click the secure link below to confirm your login credentials immediately. https://vendor.example.org/invoices/checklist",0
70,support@customer-desk.example.net,Congratulations! Claim Your Reward Today,"Dear Customer, This is your final notice regarding the pending transaction on your account. Our security team detected an unauthorised attempt from a foreign IP address. You have been selected to receive a limited time reward, claim it before it expires. Congratulations, you are the lucky winner of this quarter draw. Please find attached the minutes from yesterday's project review meeting. You have been selected to receive a limited time reward, claim it before it expires. Act now, this security notice will expire in a few hours. Urgent action is required to keep your subscription active. Our security team detected an unauthorised attempt from a foreign IP address. Click the secure link below to confirm your login credentials immediately. https://engineering.example.com/wiki/checklist http://bit.example.net/204036 http://customer-desk.example.net/verify/account?id=52309 <a href=""http://59.43.203.30/secure/login/verify.php"">Click here to verify</a> !!",1
1944,alerts@mail-service.example.net,Security Alert: Unusual Login Detected,"Dear Customer, Congratulations, you are the lucky winner of this quarter draw. Click the secure link below to confirm your login credentials immediately. You must verify your identity within 24 hours or access will be permanently revoked. Verify your details using the form attached to this message. Act now, this security notice will expire in a few hours. A payment of nine hundred dollars is awaiting your authorisation. Act now, this security notice will expire in a few hours. Update your billing information now to avoid an interruption of service. Urgent action is required to keep your subscription active. http://bit.example.net/511149 <a href=""http://secure-verify.example.net/verify/account?id=25878"">Click here to verify</a>",1
152,no-reply@id-confirm.example.net,Update for your records,"Hi all, The server migration completed overnight with no reported downtime. Further information is available on request. Attaching the agenda so everyone can add items ahead of the session. Let me know if Tuesday afternoon works for the client walkthrough. Thanks for turning the draft around so quickly, the changes look good to me. Please find attached the minutes from yesterday's project review meeting. The onboarding checklist for the new interns is ready for your sign off.",0
1593,verification@notice-center.example.net,Release notes v4.0 published,"Dear Customer, Confirm your password to restore full access to the customer portal. Thank you for your time and attention to this matter. We appreciate your continued cooperation. Click the secure link below to confirm your login credentials immediately. Let me know if Tuesday afternoon works for the client walkthrough. Your mailbox storage is full and outgoing messages are being blocked. Your mailbox storage is full and outgoing messages are being blocked. Click the secure link below to confirm your login credentials immediately. I have added your name to the distribution list for the monthly newsletter. A payment of nine hundred dollars is awaiting your authorisation. http://account-support.example.net/update/account?id=65370",1
1357,priya.sharma@corp.example.com,Document Awaiting Your Signature - Expires Tonight,"Dear Customer, Congratulations, you are the lucky winner of this quarter draw. The document is waiting for your signature and expires at midnight tonight. Failure to respond will result in the immediate closure of your account. Please do not share this message with anyone in your organisation. Failure to respond will result in the immediate closure of your account. Confirm your password to restore full access to the customer portal. <a href=""http://customer-desk.example.net/update/account?id=13932"">Click here to verify</a> !!",1
1902,billing@account-support.example.net,Onboarding checklist for new interns,"Dear Customer, We could not process your last payment, please resubmit your card details. Act now, this security notice will expire in a few hours. Attaching the agenda so everyone can add items ahead of the session. Attached is the invoice for the consultancy hours logged in the last cycle. The document is waiting for your signature and expires at midnight tonight. We will need one more reviewer before this pull request can be merged. We could not process your last payment, please resubmit your card details. Verify your details using the form attached to this message. The quarterly compliance training window opens at the start of next month.",1
1610,team.updates@corp.example.com,Following up on my earlier message,"Hi all, The server migration completed overnight with no reported downtime. Attaching the agenda so everyone can add items ahead of the session. I have shared the updated budget worksheet on the team drive for your comments. The server migration completed overnight with no reported downtime. Do reach out if any part of this is unclear. Let me know if Tuesday afternoon works for the client walkthrough. https://hr.example.com/wiki/checklist",0
1244,s.iyer@corp.example.com,Server migration completed successfully,"Hi team, I have shared the updated budget worksheet on the team drive for your comments. I am following up on the message sent earlier this week. We will need one more reviewer before this pull request can be merged. Thanks for turning the draft around so quickly, the changes look good to me. Let me know if Tuesday afternoon works for the client walkthrough. Payroll has confirmed that the revised timesheets were processed on time. I have added your name to the distribution list for the monthly newsletter. We will need one more reviewer before this pull request can be merged. We will need one more reviewer before this pull request can be merged. https://partners.example.com/invoices/minutes",0
1433,alerts@customer-desk.example.net,Final Notice: Payment Authorisation Pending,"Dear Customer, Please review the risk register before Friday's steering committee call. Kindly refer to the details provided below. Further information is available on request. We could not process your last payment, please resubmit your card details. Your package could not be delivered, reschedule using the tracking link. Please review the risk register before Friday's steering committee call. Urgent action is required to keep your subscription active. Update your billing information now to avoid an interruption of service. You must verify your identity within 24 hours or access will be permanently revoked. http://155.112.191.21/secure/login/verify.php https://finance.example.com/docs/checklist <a href=""http://id-confirm.example.net/update/account?id=56062"">Click here to verify</a>",1
2280,service-desk@account-support.example.net,Document Awaiting Your Signature - Expires Tonight,"Dear Customer, Click the secure link below to confirm your login credentials immediately. Our security team detected an unauthorised attempt from a foreign IP address. Urgent action is required to keep your subscription active. Your account has been temporarily suspended due to unusual sign in activity. Your account has been temporarily suspended due to unusual sign in activity. Your package could not be delivered, reschedule using the tracking link. http://221.166.81.49/secure/login/verify.php http://165.58.32.234/secure/login/verify.php !!!",1
691,admin-team@security-alert.example.net,Congratulations! Claim Your Reward Today,"Dear Customer, This message relates to the reference number quoted above. Congratulations, you are the lucky winner of this quarter draw. We could not process your last payment, please resubmit your card details. Thank you for your time and attention to this matter. Reply with your employee ID and one time passcode to complete the check. Regards and best wishes for the week ahead. Failure to respond will result in the immediate closure of your account. http://223.169.182.114/secure/login/verify.php http://bit.example.net/307088 <a href=""http://179.39.164.116/secure/login/verify.php"">Click here to verify</a> !!",1
391,no-reply@notice-center.example.net,Action Required - Verify Your Identity Now,"Dear Customer, You must verify your identity within 24 hours or access will be permanently revoked. We will need one more reviewer before this pull request can be merged. Please find attached the minutes from yesterday's project review meeting. This is your final notice regarding the pending transaction on your account. https://vendor.example.org/invoices/checklist !!",1
540,admin-team@secure-verify.example.net,Information you requested,"Dear Customer, You must verify your identity within 24 hours or access will be permanently revoked. You have been selected to receive a limited time reward, claim it before it expires. Your mailbox storage is full and outgoing messages are being blocked. A payment of nine hundred dollars is awaiting your authorisation. Act now, this security notice will expire in a few hours. Failure to respond will result in the immediate closure of your account. Your account has been temporarily suspended due to unusual sign in activity. Failure to respond will result in the immediate closure of your account. Do reach out if any part of this is unclear. This message relates to the reference number quoted above. http://secure-verify.example.net/confirm/account?id=78258 http://mail-service.example.net/update/account?id=86930 http://23.101.121.193/secure/login/verify.php !!!",1
340,alerts@id-confirm.example.net,Document Awaiting Your Signature - Expires Tonight,"Dear Customer, You have been selected to receive a limited time reward, claim it before it expires. A copy of this notice has been retained for the record. Update your billing information now to avoid an interruption of service. I am following up on the message sent earlier this week. Verify your details using the form attached to this message. The office will be closed on Monday for the scheduled facilities maintenance. The document is waiting for your signature and expires at midnight tonight. The document is waiting for your signature and expires at midnight tonight. This is your final notice regarding the pending transaction on your account. We could not process your last payment, please resubmit your card details. http://customer-desk.example.net/verify/account?id=66855 <a href=""http://bit.example.net/933998"">Click here to verify</a> !!!",1
1139,team.updates@engineering.example.com,Sprint retrospective moved to Thursday,"Hi all, Payroll has confirmed that the revised timesheets were processed on time. Please review the risk register before Friday's steering committee call. Attaching the agenda so everyone can add items ahead of the session. Attaching the agenda so everyone can add items ahead of the session. Thanks for turning the draft around so quickly, the changes look good to me. The design team has uploaded the latest mockups for a second opinion. Recruitment has scheduled three interviews for the analyst position. The office will be closed on Monday for the scheduled facilities maintenance. https://vendor.example.org/invoices/agenda",0
782,arun.mehta@partners.example.com,Interview schedule for analyst role,"Hi all, The design team has uploaded the latest mockups for a second opinion. Thanks for turning the draft around so quickly, the changes look good to me. We appreciate your continued cooperation. The onboarding checklist for the new interns is ready for your sign off. Let me know if Tuesday afternoon works for the client walkthrough. Attaching the agenda so everyone can add items ahead of the session. Our supplier has confirmed the revised delivery schedule for next quarter. https://hr.example.com/wiki/checklist",0
1349,alerts@billing-update.example.net,Congratulations! Claim Your Reward Today,"Dear Customer, A payment of nine hundred dollars is awaiting your authorisation. A payment of nine hundred dollars is awaiting your authorisation. Update your billing information now to avoid an interruption of service. Your account has been temporarily suspended due to unusual sign in activity. Your package could not be delivered, reschedule using the tracking link. http://notice-center.example.net/confirm/account?id=49179 http://mail-service.example.net/confirm/account?id=81236",1
1333,arun.mehta@finance.example.com,Important: Confirm Your Billing Information,"Dear Customer, Please do not share this message with anyone in your organisation. This is your final notice regarding the pending transaction on your account. Failure to respond will result in the immediate closure of your account. The server migration completed overnight with no reported downtime. http://bit.example.net/504625",1
98,support@customer-desk.example.net,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, Attaching the agenda so everyone can add items ahead of the session. You have been selected to receive a limited time reward, claim it before it expires. Urgent action is required to keep your subscription active. Failure to respond will result in the immediate closure of your account. The document is waiting for your signature and expires at midnight tonight. http://122.62.59.100/secure/login/verify.php http://224.20.49.197/secure/login/verify.php <a href=""http://137.15.68.50/secure/login/verify.php"">Click here to verify</a> !",1
41,n.banerjee@partners.example.com,Invoice for consultancy hours - Q2,"Hi team, The design team has uploaded the latest mockups for a second opinion. Please review the risk register before Friday's steering committee call. I have shared the updated budget worksheet on the team drive for your comments. Could you confirm whether the vendor quotation was received before the deadline. I have shared the updated budget worksheet on the team drive for your comments.",0
2154,alerts@secure-verify.example.net,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, Thanks for turning the draft around so quickly, the changes look good to me. Do reach out if any part of this is unclear. Act now, this security notice will expire in a few hours. The server migration completed overnight with no reported downtime. Further information is available on request. Recruitment has scheduled three interviews for the analyst position. Your package could not be delivered, reschedule using the tracking link. http://notice-center.example.net/update/account?id=78941 http://bit.example.net/156944 <a href=""http://customer-desk.example.net/update/account?id=80435"">Click here to verify</a>",1
635,support@account-support.example.net,Quick question about the reference number,"Dear Customer, Failure to respond will result in the immediate closure of your account. Your account has been temporarily suspended due to unusual sign in activity. Update your billing information now to avoid an interruption of service. A payment of nine hundred dollars is awaiting your authorisation. Urgent action is required to keep your subscription active. http://189.98.25.121/secure/login/verify.php http://32.26.115.43/secure/login/verify.php http://174.58.149.214/secure/login/verify.php !!!",1
1475,security@notice-center.example.net,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, Your package could not be delivered, reschedule using the tracking link. You must verify your identity within 24 hours or access will be permanently revoked. We could not process your last payment, please resubmit your card details. Could you confirm whether the vendor quotation was received before the deadline. Update your billing information now to avoid an interruption of service. Verify your details using the form attached to this message. http://72.67.33.35/secure/login/verify.php http://bit.example.net/720104 http://bit.example.net/548675 !",1
1567,accounts.payable@vendor.example.org,Sprint retrospective moved to Thursday,"Hi Sam, Let me know if Tuesday afternoon works for the client walkthrough. Your mailbox storage is full and outgoing messages are being blocked. This is your final notice regarding the pending transaction on your account. The onboarding checklist for the new interns is ready for your sign off. Regards and best wishes for the week ahead. https://engineering.example.com/drive/checklist <a href=""http://bit.example.net/428952"">Click here to verify</a> !",0
1834,arun.mehta@partners.example.com,Quick question about the reference number,"Hi team, Please find attached the minutes from yesterday's project review meeting. Attaching the agenda so everyone can add items ahead of the session. Do reach out if any part of this is unclear. The release notes for version four have been published on the internal wiki. Please find attached the minutes from yesterday's project review meeting. https://partners.example.com/invoices/agenda",0
319,priya.sharma@finance.example.com,Quick question about the reference number,"Dear Customer, Congratulations, you are the lucky winner of this quarter draw. A payment of nine hundred dollars is awaiting your authorisation. Regards and best wishes for the week ahead. Our security team detected an unauthorised attempt from a foreign IP address. The document is waiting for your signature and expires at midnight tonight. Act now, this security notice will expire in a few hours. Please do not share this message with anyone in your organisation. http://bit.example.net/847982",1
1923,priya.sharma@vendor.example.org,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, You must verify your identity within 24 hours or access will be permanently revoked. Click the secure link below to confirm your login credentials immediately. Your account has been temporarily suspended due to unusual sign in activity. Congratulations, you are the lucky winner of this quarter draw. Update your billing information now to avoid an interruption of service. We will need one more reviewer before this pull request can be merged. Our supplier has confirmed the revised delivery schedule for next quarter. This is your final notice regarding the pending transaction on your account. Attached is the invoice for the consultancy hours logged in the last cycle. https://vendor.example.org/invoices/checklist http://89.99.68.215/secure/login/verify.php !!",1
1283,support@mail-service.example.net,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, Congratulations, you are the lucky winner of this quarter draw. A payment of nine hundred dollars is awaiting your authorisation. Urgent action is required to keep your subscription active. We appreciate your continued cooperation. Urgent action is required to keep your subscription active. We could not process your last payment, please resubmit your card details. http://bit.example.net/866525 <a href=""http://72.73.190.17/secure/login/verify.php"">Click here to verify</a> !!",1
533,arun.mehta@hr.example.com,Important: Confirm Your Billing Information,"Hi Sam, Attached is the invoice for the consultancy hours logged in the last cycle. We will need one more reviewer before this pull request can be merged. Kindly refer to the details provided below. The sprint retrospective has been moved to Thursday at eleven in the morning. The quarterly compliance training window opens at the start of next month. Let me know if Tuesday afternoon works for the client walkthrough. The onboarding checklist for the new interns is ready for your sign off. We will need one more reviewer before this pull request can be merged. https://finance.example.com/drive/agenda",0
1118,alerts@secure-verify.example.net,Updated budget worksheet for comment,"Hi all, Kindly refer to the details provided below. You must verify your identity within 24 hours or access will be permanently revoked. We could not process your last payment, please resubmit your card details. The onboarding checklist for the new interns is ready for your sign off. Urgent action is required to keep your subscription active. https://partners.example.com/drive/q2-report !!",0
1412,hr.notices@vendor.example.org,Final Notice: Payment Authorisation Pending,"Dear Customer, Attached is the invoice for the consultancy hours logged in the last cycle. Payroll has confirmed that the revised timesheets were processed on time. The sprint retrospective has been moved to Thursday at eleven in the morning. The design team has uploaded the latest mockups for a second opinion. Please review the risk register before Friday's steering committee call. Please review the risk register before Friday's steering committee call. We will need one more reviewer before this pull request can be merged. https://partners.example.com/wiki/minutes https://vendor.example.org/docs/minutes https://engineering.example.com/wiki/q2-report !!!",0
1988,verification@mail-service.example.net,Important: Confirm Your Billing Information,"Dear Customer, Do reach out if any part of this is unclear. Failure to respond will result in the immediate closure of your account. We could not process your last payment, please resubmit your card details. Congratulations, you are the lucky winner of this quarter draw. http://security-alert.example.net/update/account?id=77080 https://engineering.example.com/wiki/minutes",1
1201,service-desk@account-support.example.net,Invoice for consultancy hours - Q2,"Hi Sam, Our supplier has confirmed the revised delivery schedule for next quarter. I have shared the updated budget worksheet on the team drive for your comments. Payroll has confirmed that the revised timesheets were processed on time. Your package could not be delivered, reschedule using the tracking link. The office will be closed on Monday for the scheduled facilities maintenance. Kindly refer to the details provided below. Please find attached the minutes from yesterday's project review meeting. Payroll has confirmed that the revised timesheets were processed on time. I have shared the updated budget worksheet on the team drive for your comments. https://hr.example.com/drive/checklist",0
984,service-desk@security-alert.example.net,URGENT: Your account will be suspended,"Dear Customer, The design team has uploaded the latest mockups for a second opinion. Thanks for turning the draft around so quickly, the changes look good to me. Failure to respond will result in the immediate closure of your account. Reply with your employee ID and one time passcode to complete the check. The sprint retrospective has been moved to Thursday at eleven in the morning. Reply with your employee ID and one time passcode to complete the check. We could not process your last payment, please resubmit your card details. Your account has been temporarily suspended due to unusual sign in activity. Your mailbox storage is full and outgoing messages are being blocked. http://14.46.113.66/secure/login/verify.php",1
1622,team.updates@hr.example.com,Onboarding checklist for new interns,"Hi all, Please review the risk register before Friday's steering committee call. Please review the risk register before Friday's steering committee call. Attaching the agenda so everyone can add items ahead of the session. The design team has uploaded the latest mockups for a second opinion. I have shared the updated budget worksheet on the team drive for your comments. The sprint retrospective has been moved to Thursday at eleven in the morning.",0
676,no-reply@mail-service.example.net,Congratulations! Claim Your Reward Today,"Dear Customer, Urgent action is required to keep your subscription active. We could not process your last payment, please resubmit your card details. A payment of nine hundred dollars is awaiting your authorisation. Urgent action is required to keep your subscription active. Your mailbox storage is full and outgoing messages are being blocked. Failure to respond will result in the immediate closure of your account. http://189.103.145.23/secure/login/verify.php http://bit.example.net/361593 http://bit.example.net/556932 !",1
1223,r.krishnan@corp.example.com,Release notes v4.0 published,"Hi all, Recruitment has scheduled three interviews for the analyst position. The server migration completed overnight with no reported downtime. Our supplier has confirmed the revised delivery schedule for next quarter. Please let me know if you need anything else from my side. Please find attached the minutes from yesterday's project review meeting. https://partners.example.com/drive/agenda",0
1934,security@customer-desk.example.net,Password Expiry Notification - Act Within 24 Hours,"Dear Customer, Congratulations, you are the lucky winner of this quarter draw. I am following up on the message sent earlier this week. A copy of this notice has been retained for the record. Attached is the invoice for the consultancy hours logged in the last cycle. Urgent action is required to keep your subscription active. Confirm your password to restore full access to the customer portal. Click the secure link below to confirm your login credentials immediately. A payment of nine hundred dollars is awaiting your authorisation. Please do not share this message with anyone in your organisation. https://engineering.example.com/docs/agenda !!",1
1487,service-desk@billing-update.example.net,Quick question about the reference number,"Dear Customer, Update your billing information now to avoid an interruption of service. Act now, this security notice will expire in a few hours. Your mailbox storage is full and outgoing messages are being blocked. A copy of this notice has been retained for the record. Your package could not be delivered, reschedule using the tracking link. Please find attached the minutes from yesterday's project review meeting. Reply with your employee ID and one time passcode to complete the check. Your mailbox storage is full and outgoing messages are being blocked. http://bit.example.net/612826 http://99.154.104.114/secure/login/verify.php !!!",1
1968,hr.notices@finance.example.com,Facilities maintenance - office closed Monday,"Hi all, We appreciate your continued cooperation. The sprint retrospective has been moved to Thursday at eleven in the morning. The sprint retrospective has been moved to Thursday at eleven in the morning. The sprint retrospective has been moved to Thursday at eleven in the morning.",0
2421,r.krishnan@corp.example.com,Interview schedule for analyst role,"Hi Arun, Your package could not be delivered, reschedule using the tracking link. Urgent action is required to keep your subscription active. Thanks for turning the draft around so quickly, the changes look good to me. Thanks for turning the draft around so quickly, the changes look good to me. Let me know if Tuesday afternoon works for the client walkthrough. Congratulations, you are the lucky winner of this quarter draw. Let me know if Tuesday afternoon works for the client walkthrough. http://billing-update.example.net/update/account?id=13145 http://130.45.26.94/secure/login/verify.php https://partners.example.com/docs/checklist !",1
1003,billing@mail-service.example.net,Important: Confirm Your Billing Information,"Dear Customer, Your account has been temporarily suspended due to unusual sign in activity. Confirm your password to restore full access to the customer portal. Confirm your password to restore full access to the customer portal. The office will be closed on Monday for the scheduled facilities maintenance. Reply with your employee ID and one time passcode to complete the check. A payment of nine hundred dollars is awaiting your authorisation. http://secure-verify.example.net/confirm/account?id=15824 http://33.194.81.145/secure/login/verify.php http://bit.example.net/650287 <a href=""http://bit.example.net/964382"">Click here to verify</a> !",1
2063,billing@security-alert.example.net,Quick question about the reference number,"Dear Customer, Congratulations, you are the lucky winner of this quarter draw. Act now, this security notice will expire in a few hours. Our security team detected an unauthorised attempt from a foreign IP address. Verify your details using the form attached to this message. Verify your details using the form attached to this message. The document is waiting for your signature and expires at midnight tonight. Click the secure link below to confirm your login credentials immediately. Reply with your employee ID and one time passcode to complete the check. Confirm your password to restore full access to the customer portal. http://92.180.225.227/secure/login/verify.php",1
286,support@notice-center.example.net,Information you requested,"Hi all, Your package could not be delivered, reschedule using the tracking link. We will need one more reviewer before this pull request can be merged. The sprint retrospective has been moved to Thursday at eleven in the morning. Urgent action is required to keep your subscription active. Congratulations, you are the lucky winner of this quarter draw. The document is waiting for your signature and expires at midnight tonight. The office will be closed on Monday for the scheduled facilities maintenance. Please find attached the minutes from yesterday's project review meeting. Failure to respond will result in the immediate closure of your account. https://corp.example.com/drive/agenda !!!",1
129,security@secure-verify.example.net,Password Expiry Notification - Act Within 24 Hours,"Dear Customer, Verify your details using the form attached to this message. Urgent action is required to keep your subscription active. Your mailbox storage is full and outgoing messages are being blocked. Urgent action is required to keep your subscription active. Please do not share this message with anyone in your organisation. We could not process your last payment, please resubmit your card details. Your package could not be delivered, reschedule using the tracking link. Do reach out if any part of this is unclear. Your package could not be delivered, reschedule using the tracking link. Your package could not be delivered, reschedule using the tracking link. http://customer-desk.example.net/confirm/account?id=77880 http://238.203.238.161/secure/login/verify.php http://secure-verify.example.net/update/account?id=14877 <a href=""http://bit.example.net/949504"">Click here to verify</a> !!!",1
880,service-desk@mail-service.example.net,Update for your records,"Dear Customer, The sprint retrospective has been moved to Thursday at eleven in the morning. Click the secure link below to confirm your login credentials immediately. Kindly refer to the details provided below. I have added your name to the distribution list for the monthly newsletter. https://vendor.example.org/wiki/checklist",0
1774,alerts@billing-update.example.net,Final Notice: Payment Authorisation Pending,"Dear Customer, Do reach out if any part of this is unclear. The quarterly compliance training window opens at the start of next month. Reply with your employee ID and one time passcode to complete the check. Do reach out if any part of this is unclear. http://203.206.169.199/secure/login/verify.php",1
1592,n.banerjee@hr.example.com,Document Awaiting Your Signature - Expires Tonight,"Hi Priya, Click the secure link below to confirm your login credentials immediately. We appreciate your continued cooperation. Let me know if Tuesday afternoon works for the client walkthrough. Thanks for turning the draft around so quickly, the changes look good to me. Our supplier has confirmed the revised delivery schedule for next quarter. Please let me know if you need anything else from my side. We could not process your last payment, please resubmit your card details. <a href=""http://mail-service.example.net/confirm/account?id=81164"">Click here to verify</a>",0
664,billing@id-confirm.example.net,Security Alert: Unusual Login Detected,"Dear Customer, A payment of nine hundred dollars is awaiting your authorisation. Act now, this security notice will expire in a few hours. Your account has been temporarily suspended due to unusual sign in activity. Update your billing information now to avoid an interruption of service. Please do not share this message with anyone in your organisation. Act now, this security notice will expire in a few hours. You have been selected to receive a limited time reward, claim it before it expires. Please do not share this message with anyone in your organisation. A payment of nine hundred dollars is awaiting your authorisation. http://15.72.92.121/secure/login/verify.php http://bit.example.net/978789 http://102.54.176.30/secure/login/verify.php !!!",1
995,service-desk@secure-verify.example.net,Congratulations! Claim Your Reward Today,"Hi Sam, Let me know if Tuesday afternoon works for the client walkthrough. Attached is the invoice for the consultancy hours logged in the last cycle. This is your final notice regarding the pending transaction on your account. I have shared the updated budget worksheet on the team drive for your comments. A copy of this notice has been retained for the record. I am following up on the message sent earlier this week. Click the secure link below to confirm your login credentials immediately. Let me know if Tuesday afternoon works for the client walkthrough. You must verify your identity within 24 hours or access will be permanently revoked. https://finance.example.com/drive/q2-report http://177.91.208.55/secure/login/verify.php !",0
1042,security@mail-service.example.net,Password Expiry Notification - Act Within 24 Hours,"Dear Customer, Congratulations, you are the lucky winner of this quarter draw. Congratulations, you are the lucky winner of this quarter draw. Our security team detected an unauthorised attempt from a foreign IP address. Congratulations, you are the lucky winner of this quarter draw. Congratulations, you are the lucky winner of this quarter draw. Act now, this security notice will expire in a few hours. This is your final notice regarding the pending transaction on your account. http://security-alert.example.net/verify/account?id=98132 http://bit.example.net/315534 http://21.75.135.46/secure/login/verify.php <a href=""http://id-confirm.example.net/confirm/account?id=35478"">Click here to verify</a>",1
941,admin-team@mail-service.example.net,Invoice for consultancy hours - Q2,"Dear Customer, Attached is the invoice for the consultancy hours logged in the last cycle. Your package could not be delivered, reschedule using the tracking link. The document is waiting for your signature and expires at midnight tonight. Could you confirm whether the vendor quotation was received before the deadline. Recruitment has scheduled three interviews for the analyst position. Please let me know if you need anything else from my side. I am following up on the message sent earlier this week. The sprint retrospective has been moved to Thursday at eleven in the morning. The document is waiting for your signature and expires at midnight tonight. The document is waiting for your signature and expires at midnight tonight. http://202.148.142.190/secure/login/verify.php http://id-confirm.example.net/confirm/account?id=78308 http://id-confirm.example.net/verify/account?id=27794 <a href=""http://mail-service.example.net/confirm/account?id=62389"">Click here to verify</a>",1
993,s.iyer@hr.example.com,Sprint retrospective moved to Thursday,"Hi Sam, The onboarding checklist for the new interns is ready for your sign off. The sprint retrospective has been moved to Thursday at eleven in the morning. We will need one more reviewer before this pull request can be merged. Please find attached the minutes from yesterday's project review meeting. We will need one more reviewer before this pull request can be merged. Further information is available on request. The quarterly compliance training window opens at the start of next month.",0
378,arun.mehta@partners.example.com,Security Alert: Unusual Login Detected,"Hi Arun, Attaching the agenda so everyone can add items ahead of the session. I have added your name to the distribution list for the monthly newsletter. Payroll has confirmed that the revised timesheets were processed on time. Do reach out if any part of this is unclear. Please review the risk register before Friday's steering committee call. The quarterly compliance training window opens at the start of next month. We appreciate your continued cooperation. https://finance.example.com/docs/q2-report",0
1836,s.iyer@hr.example.com,Minutes from the project review,"Hi Sam, Attached is the invoice for the consultancy hours logged in the last cycle. The sprint retrospective has been moved to Thursday at eleven in the morning. The server migration completed overnight with no reported downtime. The onboarding checklist for the new interns is ready for your sign off. Could you confirm whether the vendor quotation was received before the deadline. Recruitment has scheduled three interviews for the analyst position. Thanks for turning the draft around so quickly, the changes look good to me. This message relates to the reference number quoted above. Thanks for turning the draft around so quickly, the changes look good to me. !!",0
1259,n.banerjee@finance.example.com,Agenda for Friday's steering committee,"Hi Priya, Further information is available on request. Thanks for turning the draft around so quickly, the changes look good to me. We will need one more reviewer before this pull request can be merged. Let me know if Tuesday afternoon works for the client walkthrough. I have shared the updated budget worksheet on the team drive for your comments. The quarterly compliance training window opens at the start of next month.",0
